Total saturated fatty acids,Total monounsaturated fatty acids,Total polyunsaturated fatty acids,Energy,Protein,Carbohydrate,Sugars,Dietary Fiber,Total Fat,food type
6.956,6.982,3.626,298,12.4,19.19,5.48,1.7,19.35,6
3.382,3.811,1.08,289,15.65,35.35,5.05,8.9,9.37,6
12.031,5.261,0.801,367,6.2,41.82,37.6,1.2,19.49,8
0,0,0,65,0.36,17.1,17.1,0,0,8
7.219,7.597,1.373,314,11.42,24.29,4.03,0.8,18.56,5
0,0,0.001,1,0.02,0.39,0.3,0,0,5
0.003,0.032,0.011,1,0.05,0.07,0.02,0.1,0.04,5
0.75,2.479,2.289,91,1.22,10.49,1.03,0.7,5.82,14
0.017,0.01,0.064,2,0.21,0.13,0.02,0.1,0.12,14
0.002,0,0.001,1,0.02,0.36,0.13,0,0.01,14
1.392,2.474,2.258,171,27.74,0.11,0.04,0,6.62,12
0.078,0.084,0.211,5,0.02,0.31,0.1,0,0.39,12
0.001,0.001,0.005,0,0.02,0.01,0,0,0.01,12
0.283,0.137,0.297,62,2.26,11.31,2.26,0.6,0.85,5
0.169,0.214,0.191,20,2.76,0.41,0.17,0,0.7,5
0.004,0.043,0.015,1,0.07,0.09,0.02,0.1,0.06,5
1.577,0.636,0.104,35,1.93,0.47,0.26,0,2.8,5
0.002,0.002,0.006,1,0.06,0.26,0.18,0.1,0.01,5
0.002,0.001,0.001,2,0.06,0.47,0.21,0.1,0.01,5
0.004,0,0.004,6,0.22,1.37,0,0,0.01,1
0.284,0.105,0.016,9,0.5,0.71,0.73,0,0.49,1
0,0,0,16,0,4.15,4.16,0,0.01,1
0.074,0.01,0.064,30,1.3,7.26,3.34,1,0.22,9
0.047,0.056,0.168,34,5.21,3.16,0.26,0.5,0.37,9
0.056,0.014,0.102,104,0.52,27.62,20.78,4.8,0.34,10
3.232,8.128,3.936,191,7.2,7.14,3.36,1.5,16.35,10
0.424,0.212,0.954,371,9.75,88.4,21.52,11.4,1.7,2
3.787,1.386,0.211,164,10.86,15.85,15.92,0,6.48,2
2.544,5.965,8.044,341,4.83,39.91,1.7,3.3,17.99,14
4.181,6.839,5.858,216,4.38,10.35,0.39,0.4,17.57,14
0.002,0.014,0.001,1,0.11,0,0,0,0.02,1
0,0,0,32,0,8.3,8.32,0,0.03,1
0.069,0.041,0.103,57,0.61,13.72,5.45,0.3,0.26,2
1.135,0.42,0.066,37,2,2.85,2.93,0,1.95,2
0.18,0.136,0.049,10,0.23,1.34,0.04,0.1,0.39,6
0.001,0.001,0.004,0,0.01,0.01,0,0,0.01,6
0.014,0.108,0.007,7,0.86,0,0,0,0.14,1
0,0,0,128,0,33.2,33.27,0,0.11,1
1.406,0.664,0.111,26,0.63,0.86,0.83,0,2.3,1
0.907,0.566,1.401,343,15.35,63.23,7.2,13.2,3.1,5
0.627,0.823,0.305,59,9.35,0.15,0,0,2.09,5
3.277,4.716,12.513,190,0.27,0.16,0.16,0,20.96,5
0.003,0.001,0.012,2,0.18,0.47,0.22,0.2,0.02,5
2.658,3.883,1.206,210,12.77,20.47,4.26,2.2,8.51,3
0.147,0.326,0.437,39,1.22,6.98,4.77,1.6,1.28,3
5.007,10.089,19.182,841,12.65,120.73,1.39,9.6,36.84,14
7.903,11.372,30.175,482,0.88,6.55,5.17,0.1,50.55,14
0.076,0.777,0.271,18,1.28,1.59,0.43,1.3,1.01,14
0.194,0.101,0.132,68,2.41,13.83,2.81,1,0.45,3
0.539,1.355,0.656,32,1.2,1.19,0.56,0.3,2.73,3
1.1,0.396,0.064,97,3.08,17.48,17.02,0.2,1.91,1
0,0,0,16,0,4.15,4.16,0,0.01,1
0.002,0.018,0.001,1,0.14,0,0,0,0.02,1
0.097,0.378,0.001,7,0.05,0.57,0.57,0,0.5,1
4.318,1.599,0.674,165,1.73,24.04,15.55,0,6.91,3
0.532,0.95,1.938,158,1.29,30.59,7.36,0,3.42,3
0.46,0.402,1.047,151,5.28,27.55,2.99,1.3,2.01,5
1.254,1.646,0.609,119,18.7,0.3,0,0,4.18,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
4.032,1.562,0.248,86,4.89,0.51,0.07,0,7.14,5
0.004,0.029,0.002,2,0.23,0,0,0,0.04,1
0.375,0.192,0.008,10,0.05,1.16,0.15,0,0.65,1
0.004,0.002,0.007,2,0,0.54,0,0,0,1
0,0,0,16,0,4.15,4.16,0,0.01,1
1.135,0.42,0.066,37,2,2.85,2.93,0,1.95,1
1.107,2.23,4.24,186,2.8,26.69,0.31,2.1,8.14,14
0.697,1.14,0.976,36,0.73,1.72,0.07,0.1,2.93,14
2.532,4.063,8.429,148,0.42,1.46,1.07,0.1,15.64,4
0.013,0.004,0.052,10,0.86,1.82,0.5,0.8,0.1,4
0.007,0.001,0.018,3,0.31,0.4,0.05,0.2,0.04,4
4.715,1.9,0.312,104,5.77,1.41,0.76,0,8.37,4
0.025,0.084,0.052,87,0.05,23.47,20.57,1.5,0.31,4
0.7,1.266,0.316,62,1.44,8.47,0.59,0.7,2.44,4
0.028,0.031,0.084,18,0.89,3.94,2.66,1.2,0.2,4
0.002,0.001,0.008,3,0.07,0.72,0.36,0.2,0.02,4
11.874,6.362,3.854,503,20.38,46.38,3.95,3.4,26.02,11
1.521,0.689,0.12,30,0.37,0.7,0.51,0,2.9,11
0.309,1.422,0.264,23,0.29,1.27,0.11,1,2.13,11
0.082,0.056,0.133,42,1.67,8.04,0.72,0.3,0.38,5
0.078,0.103,0.038,7,1.17,0.02,0,0,0.26,5
0.41,0.59,1.564,24,0.03,0.02,0.02,0,2.62,5
0.001,0.002,0.004,1,0.04,0.2,0.13,0.1,0.01,5
0,0,0.002,0,0.02,0.06,0.03,0,0,5
8.209,3.655,0.705,269,4.61,32.27,25.76,1,13.55,8
1.864,1.046,0.101,50,0.44,6.71,5.72,0.6,3.15,8
0.086,0.179,0.166,61,1.43,12.9,5.32,1.1,0.81,2
1.324,0.49,0.077,43,2.33,3.32,3.42,0,2.28,2
7.426,10.455,8.998,674,17.97,85.36,17.09,5.2,28.8,3
0.007,0.013,0.02,106,0,27.84,16.8,0,0.04,3
0.531,0.447,1.168,184,8.92,31.26,3.2,4.4,2.58,3
4.236,1.855,0.311,68,0.05,0,0.01,0,7.31,3
3.404,1.259,0.198,110,6,8.55,8.8,0,5.86,1
0,0,0,0,0,0,0,0,0,1
3.713,5.228,4.499,337,8.98,42.68,8.55,2.6,14.4,3
0.007,0.013,0.02,106,0,27.84,16.8,0,0.04,3
0.834,0.983,1.971,77,1,9.2,1.23,0.3,3.97,3
3.505,1.412,0.232,77,4.29,1.05,0.57,0,6.22,3
0.196,0.408,0.379,139,3.28,29.49,12.17,2.6,1.85,2
1.806,0.651,0.094,81,5.45,7.99,7.96,0,3.09,2
0,0,0,4,0,1.04,1.04,0,0,2
4.107,7.067,5.597,712,119.96,0,0,0,22.07,12
0.028,0.024,0.068,20,0.85,4.44,2.56,1.3,0.17,12
0,0,0,0,0,0,0,0,0,1
0,0,0,8,0,2.08,2.08,0,0.01,1
0.242,0.049,0.093,109,24.22,1.94,0,1,0.48,1
0,0,0,0,0,0,0,0,0,1
0.237,0.302,0.694,40,0.81,6.31,0.75,0.8,1.37,3
7.306,3.195,0.559,173,9.09,5,3.53,0,13.03,3
0.061,0.004,0.095,9,0.37,1.54,0.99,0.8,0.33,3
8.161,3.868,0.766,284,5.74,32.06,7.88,1.8,14.7,3
3.232,8.128,3.936,191,7.2,7.14,3.36,1.5,16.35,3
0.149,0.179,0.435,38,0.85,6.67,0.12,0.3,0.78,3
0,0,0,20,0.02,5.49,5.48,0,0,3
3.664,8.519,4.876,349,14.04,34.39,6.48,4.8,18.74,5
1.801,3.392,3.631,81,0.02,0.12,0,0,9.11,5
1.569,0.706,0.216,79,1.97,11.45,6.43,0.1,2.76,8
0.542,0.214,0.037,9,0.07,0.22,0.21,0,0.85,8
0.441,0.432,1.044,408,9.33,97.55,40.39,14.6,2.13,2
0.174,0.06,0.021,121,12.21,17.4,17.97,0,0.29,2
5.707,6.595,3.303,356,2.86,51.1,23.52,2.4,16.53,3
8.148,3.563,0.542,248,4.2,28.32,25.46,0.8,13.2,3
0.007,0.054,0.004,4,0.43,0,0,0,0.07,1
0,0,0,11,0.03,2.67,2.56,0,0,1
0.018,0.003,0.037,51,0.94,11.91,3.61,1.3,0.09,9
0.154,0.141,0.052,19,0.73,3.24,0.77,0.3,0.39,9
1.145,0.234,0.279,148,1.66,31.96,16.44,1,1.8,2
1.919,0.691,0.1,86,5.79,8.49,8.45,0,3.28,2
7.219,7.597,1.373,314,11.42,24.29,4.03,0.8,18.56,5
0.001,0.001,0.002,6,0.06,1.55,1.21,0,0.01,5
0.004,0.029,0.002,2,0.23,0,0,0,0.04,1
0.347,0.154,0.021,20,0.5,3.45,3.45,0,0.55,1
6.609,4.414,3.903,385,23.1,34.29,4.56,1.2,16.6,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.013,0.13,0.045,3,0.21,0.27,0.07,0.2,0.17,5
0.467,0.505,1.266,30,0.14,1.86,0.6,0.1,2.34,5
4.091,5.406,15.155,253,0.78,3.47,2.76,0,26.17,4
0.014,0.004,0.058,11,0.84,2.17,1.02,0.9,0.11,4
6.287,2.533,0.416,138,7.69,1.89,1.02,0,11.16,4
0.006,0.016,0.058,12,0.25,2.88,1.83,0.8,0.11,4
0.009,0.03,0.018,31,0.02,8.28,7.26,0.5,0.11,4
0.022,0.003,0.019,9,0.39,2.18,1,0.3,0.07,4
0.013,0.014,0.037,8,0.4,1.75,1.18,0.5,0.09,4
6.101,4.629,1.65,331,7.64,45.29,1.49,2.2,13.22,6
0.01,0.005,0.036,1,0.12,0.07,0.01,0.1,0.07,6
2.793,5.629,10.702,469,7.06,67.36,0.78,5.4,20.55,14
14.256,5.524,0.876,303,17.3,1.81,0.25,0,25.25,14
3.057,2.32,0.827,166,3.83,22.7,0.75,1.1,6.63,6
0,0,0,1,0,0.05,0.02,0,0,6
1.624,0.329,0.622,732,162.51,13,0,6.4,3.25,1
0,0,0,0,0,0,0,0,0,1
0.002,0.001,0.004,11,0.04,2.88,2.4,0.3,0.03,10
0,0,0,0,0,4.5,0,0,0,10
0.492,0.259,0.12,45,1.41,7.5,2.15,0.4,1.03,3
0.801,0.372,0.048,12,0.08,0,0,0,1.29,3
1.521,9.814,3.528,240,3.02,24.44,1.52,2.2,15.05,11
14.64,5.673,0.9,311,17.77,1.86,0.25,0,25.93,11
0.111,0.015,0.096,45,1.95,10.89,5.01,1.5,0.33,9
0.019,0.003,0.01,10,0.17,3.24,1.18,0.1,0.11,9
31.563,16.496,10.123,1310,48.41,123.41,9.72,8.7,68.47,11
0.002,0.002,0.008,3,0.14,0.66,0.37,0.2,0.02,11
4.822,2.642,2.143,342,13.85,46.93,4.03,6.9,11.27,11
0.002,0.002,0.008,3,0.14,0.66,0.37,0.2,0.02,11
0.344,1.72,0.903,176,3.31,34.23,8.6,2.4,3.14,2
1.806,0.651,0.094,81,5.45,7.99,7.96,0,3.09,2
0.006,0.045,0.003,3,0.36,0,0,0,0.06,1
0,0,0,61,0.06,16.48,16.42,0,0,1
8.904,3.775,0.383,486,11.48,82.69,76.26,0,13.78,8
7.774,3.018,0.578,225,3.21,24.95,21.63,1.4,12.46,8
0.005,0.036,0.002,2,0.29,0,0,0,0.05,1
0.169,0.061,0.009,8,0.51,0.75,0.75,0,0.29,1
2.548,1.609,0.586,230,6.04,35.51,2.26,7.5,7.08,3
0.072,0.215,0.219,13,0.65,1.44,0.13,0.6,0.53,3
0,0,0,250,1.63,60.49,56.26,0,0.05,1
0.33,0.677,2.586,48,1.65,2.6,0.14,2.5,3.79,1
0.011,0,0.011,0,0.53,0,0,0,0,1
0.291,1.133,0.004,20,0.15,1.71,1.71,0,1.5,1
6.522,4.485,3.259,406,33.61,27.71,2.5,1.9,16.88,5
1.024,1.353,3.792,63,0.19,0.87,0.69,0,6.55,5
0.002,0,0.006,1,0.09,0.23,0.11,0.1,0.01,5
0.913,0.57,1.411,345,15.46,63.69,7.25,13.3,3.12,3
2.256,3.612,4.942,99,0.03,0.16,0,0,11.17,3
0.422,0.85,1.615,71,1.07,10.17,0.12,0.8,3.1,14
0.025,0.021,0.091,34,1.69,7.89,4.46,2.1,0.22,14
1.418,0.525,0.082,46,2.5,3.56,3.67,0,2.44,1
0,0,0,18,0,4.48,4,0,0,1
0.007,0.054,0.004,4,0.43,0,0,0,0.07,1
0.09,0.203,0.042,7,0.08,0.91,0.91,0,0.35,1
0.383,0.337,0.888,151,5.86,26.12,3.15,2.2,2.49,3
1.128,1.806,2.471,50,0.02,0.08,0,0,5.58,3
0.007,0.054,0.004,4,0.43,0,0,0,0.07,1
0.045,0.102,0.021,4,0.04,0.46,0.46,0,0.18,1
0.002,0.003,0.008,10,0.11,2.71,2.03,0.3,0.03,10
0.004,0.013,0.017,8,0.18,1.96,1.63,0.3,0.05,10
0.003,0.013,0.015,9,0.06,2.38,1.52,0.5,0.02,10
0.007,0.009,0.01,12,0.2,3,2.4,0.4,0.04,10
0.003,0.005,0.014,18,0.2,4.74,3.56,0.5,0.04,10
0.006,0.023,0.029,14,0.31,3.43,2.85,0.5,0.09,10
0.006,0.023,0.026,16,0.1,4.16,2.67,0.8,0.04,10
0.012,0.015,0.017,21,0.35,5.25,4.21,0.7,0.07,10
0.46,0.402,1.047,151,5.28,27.55,2.99,1.3,2.01,5
1.776,2.244,2.007,208,29.03,4.31,1.78,0,7.39,5
3.775,2.875,0.764,179,9.73,14.94,2.35,0.5,8.63,5
7.909,8.324,1.534,403,24.87,27.59,4.01,1,20.61,5
3.666,1.603,0.281,87,4.56,2.51,1.77,0,6.54,5
0.001,0.001,0.003,9,0.09,2.33,1.81,0,0.01,5
0.006,0,0.009,1,0.03,0.14,0.09,0.1,0.03,5
0.065,0.022,0.033,14,0.19,3.19,1.25,0.3,0.12,2
0.378,0.14,0.022,12,0.67,0.95,0.98,0,0.65,2
0.451,1.362,1.349,49,0.48,4.63,0.31,0.4,3.28,9
0.002,0.003,0.007,17,0.18,4.66,3.62,0.1,0.02,9
1.513,2.803,3.037,142,9.41,8.45,0.2,0.6,7.81,12
59.187,24.218,3.538,845,1.79,4.3,0.2,0.3,93.5,12
0.016,0.037,0.128,33,0.58,8.2,5.41,1.8,0.26,10
0,0,0,0,0,9,0,0,0,10
0.007,0.054,0.004,4,0.43,0,0,0,0.07,1
1.625,0.642,0.111,26,0.2,0.64,0.64,0,2.55,1
0,0,0,0,0,2,0,0,0,1
0.011,0.079,0.005,5,0.63,0,0,0,0.11,1
1.162,4.531,0.016,82,0.6,6.83,6.83,0,5.98,1
0,0,0,10,0,2.74,2.41,0,0,1
0.007,0.004,0.014,4,0,1.08,0,0,0,1
1.125,0.576,0.024,31,0.15,3.48,0.46,0,1.93,1
0,0,0,0,0,3,0,0,0,1
0.027,0.003,0.048,74,0.21,18.27,17.21,0.2,0.18,1
0,0,0,0,0,0,0,0,0,1
0.225,0.113,0.507,197,5.18,46.97,11.43,6.1,0.9,2
1.919,0.691,0.1,86,5.79,8.49,8.45,0,3.28,2
0.123,0.23,0.408,121,3.17,25.41,0.7,1.1,0.93,3
1.033,0.395,0.338,56,0.85,8.41,4.66,0.4,2.12,3
0.006,0.045,0.003,3,0.36,0,0,0,0.06,1
2.11,0.996,0.166,39,0.94,1.29,1.24,0,3.45,1
0,0,0,16,0,4.15,4.16,0,0.01,1
0.474,0.605,1.388,79,1.61,12.63,1.5,1.5,2.75,3
1.616,4.064,1.968,96,3.6,3.57,1.68,0.8,8.18,3
0.422,0.85,1.615,71,1.07,10.17,0.12,0.8,3.1,14
0.039,0.063,0.054,2,0.04,0.1,0,0,0.16,14
7.283,12.4,9.627,489,30.14,20.52,0.18,1.1,31.83,12
0.006,0.003,0.021,1,0.07,0.04,0.01,0,0.04,12
4.205,10.744,9.716,562,6.17,74.59,0.54,6.8,26.51,9
0,0,0,43,0.08,10.7,5.25,0,0.01,9
0.628,0.547,1.348,191,9.62,31.21,4.6,5.3,3.05,3
1.895,0,0,36,0.36,4.16,3.6,0.4,1.98,3
1.718,2.423,2.123,165,4.21,21.93,5.52,1.7,6.75,3
2.118,0.927,0.155,34,0.02,0,0,0,3.65,3
0.005,0.038,0.003,3,0.31,0,0,0,0.05,1
0.395,0.6,0.94,38,0.1,5.26,4.96,0.2,2.03,1
0.005,0,0.005,8,0.26,1.61,0,0,0.01,1
0,0,0,16,0,4.15,4.16,0,0.01,1
0.707,2.195,1.737,195,4.6,34.02,10.24,4.3,5.29,2
2.144,0.913,0.094,135,11.25,15.09,15.09,0,3.32,2
0.02,0.041,0.13,32,0.25,8,6.75,0.8,0.25,2
1.402,3.581,3.239,187,2.06,24.86,0.18,2.3,8.84,9
0.533,0.522,1.106,22,0.11,0.18,0.12,0,2.29,9
0.834,0.983,1.971,77,1,9.2,1.23,0.3,3.97,3
9.792,3.794,0.602,208,11.88,1.24,0.17,0,17.34,3
0.052,0.088,0.265,66,2.46,14.05,0.72,1.5,0.43,3
1.943,6.843,4.676,208,6.55,15.89,2.33,4.8,14.22,3
5.706,12.376,10.418,491,25.47,23.89,0.13,1.4,32.58,12
0,0,0,4,0.01,1.02,0.5,0,0,12
1.285,3.283,2.969,172,1.89,22.79,0.17,2.1,8.1,9
0,0,0.001,3,0.03,0.78,0.6,0,0,9
0.667,0.786,1.576,61,0.8,7.36,0.98,0.3,3.17,3
0.539,1.355,0.656,32,1.2,1.19,0.56,0.3,2.73,3
2.708,0.976,0.142,122,8.17,11.98,11.93,0,4.64,1
0.038,0,0,7,0.08,1.51,1.36,0.1,0.04,1
0.965,0.578,0.756,101,2.71,16.3,1.22,1.2,2.64,11
4.014,1.829,0.139,77,4.92,0.24,0.24,0,6.31,11
0.627,0.823,0.305,59,9.35,0.15,0,0,2.09,11
9.928,3.672,0.576,320,17.51,24.93,25.67,0,17.08,1
0,0,0,52,0,13.02,13,0,0,1
0,0,0,181,8.5,32.01,6.38,4.3,2.13,3
1.616,4.064,1.968,96,3.6,3.57,1.68,0.8,8.18,3
0,0,0,18,0.01,4.66,3.42,0.1,0,3
1.335,1.573,3.153,122,1.59,14.71,1.96,0.6,6.34,3
1.921,6.769,4.692,206,6.48,15.7,2.34,4.7,14.16,3
0.006,0.001,0.003,3,0.05,1.07,0.39,0,0.04,4
0.012,0.003,0.041,6,0.6,1.09,0.34,0.5,0.08,4
10.137,16.267,33.743,593,1.68,5.84,4.26,0.5,62.6,4
0.017,0.003,0.044,6,0.76,0.96,0.11,0.6,0.1,4
0.018,0,0.056,8,1.08,1.14,0.69,0.4,0.12,4
0.038,0.042,0.112,24,1.19,5.25,3.55,1.6,0.27,4
0.034,0.01,0.014,32,0.88,7.47,3.39,1.4,0.08,4
0,0,0,3,0.76,0,0,0,0,1
0.335,0.122,0.019,15,0.96,1.4,1.41,0,0.57,1
1.06,0.376,0.072,80,3.17,12.69,11.53,0,1.82,1
4.333,1.712,0.295,69,0.53,1.72,1.71,0,6.79,1
0.023,0.003,0.02,29,0.3,7.6,6.5,0.4,0.07,10
0.007,0.01,0.03,38,0.41,9.84,7.39,1.1,0.09,10
11.377,9.796,1.841,490,29.56,30.72,4.82,1.1,26.75,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.002,0,0.006,1,0.09,0.23,0.11,0.1,0.01,5
0.006,0.006,0.017,4,0.18,0.78,0.53,0.2,0.04,5
0.006,0.002,0.003,6,0.17,1.4,0.64,0.3,0.02,5
0.733,0.921,0.833,61,2.63,7.07,3.74,2.4,2.64,9
0.005,0.006,0.019,29,0.56,6.78,3.4,0.1,0.05,9
0.022,0.062,0.223,46,0.97,11.06,7.04,2.9,0.43,10
0,0,0,7,0.02,1.78,1.7,0,0,10
0.007,0.004,0.014,4,0,1.08,0,0,0,1
0.677,0.244,0.035,31,2.04,3,2.98,0,1.16,1
0.004,0.029,0.002,2,0.23,0,0,0,0.04,1
1.581,2.401,3.761,151,0.41,21.04,19.82,0.7,8.1,1
0,0,0,32,0,8.3,8.32,0,0.03,1
0.005,0.036,0.002,2,0.29,0,0,0,0.05,1
1.513,0.56,0.088,49,2.67,3.8,3.91,0,2.6,1
0.028,0.046,0.144,56,0.73,14.26,9.8,2.4,0.33,10
0.053,0.007,0.047,68,0.71,17.82,15.24,0.9,0.16,10
0.843,1.699,3.231,142,2.13,20.33,0.23,1.6,6.2,14
0.029,0.025,0.109,41,2.02,9.44,5.34,2.5,0.27,14
3.574,1.63,0.426,237,6.14,39.3,26.84,0.5,6.14,8
0,0,0,108,0,26.88,24,0,0,8
3.517,4.655,12.274,397,17.8,32.9,5.69,1.9,21.17,5
0.006,0.006,0.017,4,0.18,0.78,0.53,0.2,0.04,5
0.002,0,0.006,1,0.09,0.23,0.11,0.1,0.01,5
1.462,3.083,5.548,182,2.08,19.33,0.09,1.4,11.26,14
6.464,16.256,7.872,382,14.4,14.27,6.72,3.1,32.7,14
0.096,0.178,0.199,45,1.25,8.38,1.33,0.8,0.73,1
1.743,1.513,0.806,82,1.8,9.09,9.09,0,4.16,1
0.841,1.819,0.202,354,2.92,76.3,38.24,3.3,3.06,2
6.619,2.448,0.384,214,11.67,16.62,17.12,0,11.39,2
0.46,0.402,1.047,151,5.28,27.55,2.99,1.3,2.01,5
1.02,1.435,0.437,66,8.97,0.53,0.47,0,2.99,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.007,0.054,0.004,4,0.43,0,0,0,0.07,1
1.055,0.498,0.083,20,0.47,0.65,0.62,0,1.73,1
0.005,0.038,0.003,3,0.31,0,0,0,0.05,1
0,0,0,48,0,12.45,12.48,0,0.04,1
0.527,0.249,0.042,10,0.24,0.32,0.31,0,0.86,1
3.664,8.519,4.876,349,14.04,34.39,6.48,4.8,18.74,5
1.801,3.392,3.631,81,0.02,0.12,0,0,9.11,5
0.005,0.036,0.002,2,0.29,0,0,0,0.05,1
0.581,2.265,0.008,41,0.3,3.41,3.41,0,2.99,1
0.632,1.274,2.423,106,1.6,15.25,0.18,1.2,4.65,14
0,0,0,35,1.04,5.87,3.23,1.8,0.82,14
0.004,0.002,0.007,2,0,0.54,0,0,0,1
0.677,0.244,0.035,31,2.04,3,2.98,0,1.16,1
0.185,0.109,0.274,151,1.62,36.57,14.53,0.9,0.69,2
1.806,0.651,0.094,81,5.45,7.99,7.96,0,3.09,2
1.335,1.573,3.153,122,1.59,14.71,1.96,0.6,6.34,3
7.496,3.498,0.351,163,9.23,4.91,4.12,0,11.94,3
1.103,2.468,1.943,217,3.57,39.69,18.53,2.5,5.83,2
3.971,1.469,0.231,128,7,9.97,10.27,0,6.83,2
11.986,6.582,3.917,514,22.5,45.82,3.61,3.2,26.5,11
0.008,0.014,0.017,29,0.14,6.93,5.65,0.2,0.11,11
14.178,11.253,5.584,680,39.05,51.41,3.03,9.5,36.13,11
0.004,0.002,0.016,0,0.05,0.03,0.01,0,0.03,11
17.826,11.099,2.987,684,34.14,57.21,5.1,6.2,35.16,11
0.004,0.002,0.016,0,0.05,0.03,0.01,0,0.03,11
0.007,0.054,0.004,4,0.43,0,0,0,0.07,1
1.125,0.576,0.024,31,0.15,3.48,0.46,0,1.93,1
0,0,0,48,0,12.45,12.48,0,0.04,1
0,0,0,3,0.59,0,0,0,0,1
0,0,0,61,0.06,16.48,16.42,0,0,1
2.278,4.272,7.574,238,2.49,22.75,1.36,0.6,15.3,14
6.504,10.639,9.112,336,6.81,16.09,0.61,0.5,27.33,14
3.451,7.118,1.678,263,3.83,33.94,19.55,1.3,13.14,3
4.824,8.032,1.828,266,5.68,26.41,4.94,0.7,15.55,3
0.257,0.536,0.497,183,4.3,38.7,15.97,3.4,2.43,2
3.971,1.469,0.231,128,7,9.97,10.27,0,6.83,2
0.243,0.143,0.36,199,2.13,48,19.07,1.2,0.9,2
0.505,1.091,0.121,213,1.75,45.78,22.94,2,1.84,2
2.425,0.897,0.137,184,14.43,22.16,21.18,0,4.06,2
8.148,3.563,0.542,248,4.2,28.32,25.46,0.8,13.2,8
0.021,0.006,0.014,17,0.2,4.28,2.29,0.5,0.06,8
1.001,1.18,2.365,92,1.2,11.03,1.47,0.4,4.76,3
1.616,4.064,1.968,96,3.6,3.57,1.68,0.8,8.18,3
0.065,0.062,0.111,129,2.37,32.83,21.22,4.9,0.43,10
0,0,0,193,0,49.8,49.9,0,0.16,10
0.149,0.179,0.435,38,0.85,6.67,0.12,0.3,0.78,3
6.464,16.256,7.872,382,14.4,14.27,6.72,3.1,32.7,3
0.013,0.019,0.06,75,0.81,19.62,14.73,2.1,0.18,10
0.072,0.004,0.114,48,1.15,11.46,11.07,1.1,0.25,10
0.007,0.004,0.014,4,0,1.08,0,0,0,1
0,0,0,40,0,10.38,10.4,0,0.03,1
0.499,1.074,1.142,72,9.93,0.72,0.02,0,2.99,12
0.158,0.192,0.17,12,0.23,1.63,0.81,0.4,0.55,12
0.203,0.324,0.324,77,1.78,16.3,5.47,1.5,0.91,2
0.52,0.192,0.029,39,3.09,4.75,4.54,0,0.87,2
0.018,0.005,0.032,23,0.11,6.12,5.6,1,0.11,10
0.045,0.014,0.105,20,0.79,4.65,1.01,0.9,0.23,10
0.018,0.005,0.032,23,0.11,6.12,5.6,1,0.11,10
0.045,0.014,0.105,20,0.79,4.65,1.01,0.9,0.23,10
0.35,0.895,0.81,47,0.52,6.22,0.05,0.6,2.21,9
0.001,0.001,0.002,6,0.06,1.55,1.21,0,0.01,9
0.896,1.805,3.433,150,2.26,21.61,0.25,1.7,6.59,14
7.928,12.969,11.108,410,8.3,19.62,0.75,0.7,33.32,14
22.202,19.103,2.616,811,53.19,31.55,5.3,1.1,51.06,5
1.638,2.358,6.257,95,0.13,0.08,0.08,0,10.48,5
0.002,0,0.006,1,0.09,0.23,0.11,0.1,0.01,5
0.006,0.006,0.017,4,0.18,0.78,0.53,0.2,0.04,5
0.006,0.002,0.003,6,0.17,1.4,0.64,0.3,0.02,5
0.005,0.003,0.01,3,0,0.77,0,0,0,1
0.259,0.096,0.015,20,1.54,2.37,2.26,0,0.43,1
5.185,2.499,0.422,180,2.73,22.69,18.84,0.8,8.74,8
0.001,0.003,0.011,54,0.04,14.09,5.82,0.1,0.02,8
0.005,0.003,0.01,3,0,0.77,0,0,0,1
0.259,0.096,0.015,20,1.54,2.37,2.26,0,0.43,1
0.265,0.223,0.584,92,4.46,15.63,1.6,2.2,1.29,3
0,0,0,28,0,7.06,5.6,0.1,0,3
1.779,3.765,0.949,170,2.02,26.84,15.38,0.9,6.85,3
0.18,0.036,0.069,81,17.97,1.44,0,0.7,0.36,3
2.289,12.768,5.576,358,4.3,36.24,0.22,2.1,22.88,14
7.666,7.423,15.637,312,1.72,3.21,2.38,0.1,32.64,14
6.84,7.26,0.572,188,7.02,1.73,0.76,0,16.8,5
3.265,1.547,0.306,114,2.3,12.82,3.15,0.7,5.88,5
0.002,0.003,0.007,17,0.18,4.66,3.62,0.1,0.02,5
0.012,0.066,0.006,5,0.55,0,0,0,0.09,1
0,0,0,0,0,0.04,0.04,0,0,1
0.791,1.201,1.881,75,0.21,10.52,9.91,0.3,4.05,1
10.384,12.887,8.112,683,6.11,92.73,70.13,3.9,35.19,3
2.819,0.234,0.051,56,0.24,7.32,6.65,0.4,3.33,3
16.337,1.212,0.392,239,0.94,17.29,17.29,0,18.98,3
6.863,8.7,3.72,242,13.65,1.61,1.1,0,19.65,12
0.038,0.389,0.135,9,0.64,0.8,0.21,0.6,0.51,12
0.195,0.171,0.452,77,2.99,13.31,1.6,1.1,1.27,12
1.354,0.487,0.079,119,3.79,21.52,20.94,0.2,2.35,1
0,0,0,43,0,11.16,11.18,0,0.04,1
